"","classification_id","user_name","subject_ids","workflow_version","task_index","task","task_label","array.index","choice","answers.HOWMANY","answers.ESTIMATEOFSNOWDEPTHSEETUTORIALORFIELDGUIDE","answers.ANTLERSPRESENT","answers.HOWMANYPEOPLE","answers.WHATTYPEOFHUMAN","workflow_id","id","class.count","round","Imj1","Imj2","Img3","CamNum","SD_card_num","Event"
"1228",295412799,"Lambchop",52259799,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73285873",5,"R1","C52_SD69_R1_0094.JPG","C52_SD69_R1_0095.JPG","C52_SD69_R1_0096.JPG","52","69","1820"
"1229",295412823,"Lambchop",53235637,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"1","RECREATIONALIST",16695,"74566042",5,"R2","C32_SD68_R2_0268.JPG","C32_SD68_R2_0269.JPG","C32_SD68_R2_0270.JPG","32","68","230"
"1230",295412845,"Lambchop",52259332,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72691027",5,"R1","C45_SD5_R1_0070.JPG","C45_SD5_R1_0071.JPG","C45_SD5_R1_0072.JPG","45","5","1566"
"1231",295413552,"Lambchop",52259712,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73480458",5,"R1","C51_SD7_R1_0013.JPG"," "," ","51","7","1766"
"1232",295413612,"Lambchop",52259715,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"72539819",5,"R1","C51_SD7_R1_0015.JPG"," "," ","51","7","1768"
"1233",295413662,"Lambchop",53235895,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","YES",NA,NA,16695,"74563627",5,"R2","C43_SD22_R2_0079.JPG","C43_SD22_R2_0080.JPG","C43_SD22_R2_0081.JPG","43","22","488"
"1234",295413731,"Lambchop",52256822,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73290254",5,"R1","C28_SD18_R1_0547.JPG","C28_SD18_R1_0548.JPG","C28_SD18_R1_0549.JPG","28","18","315"
"1235",295413767,"Lambchop",52257538,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"73289882",5,"R1","C39_SD62_R1_0007.JPG","C39_SD62_R1_0008.JPG","C39_SD62_R1_0009.JPG","39","62","663"
"1236",295413824,"Lambchop",52256313,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","YES",NA,NA,16695,"73015381",5,"R1","C23_SD17_R1_IMG_0007.JPG","C23_SD17_R1_IMG_0008.JPG","C23_SD17_R1_IMG_0009.JPG","23","17","63"
"1237",295413872,"Lambchop",53235716,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74566007",5,"R2","C34_SD96_R2_IMG_0070.JPG","C34_SD96_R2_IMG_0071.JPG","C34_SD96_R2_IMG_0072.JPG","34","96","309"
"1238",295413939,"Lambchop",53236132,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74563966",5,"R2","C51_SD24_R2_0025.JPG","C51_SD24_R2_0026.JPG","C51_SD24_R2_0027.JPG","51","24","725"
"1239",295413966,"Lambchop",53236261,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564547",5,"R2","C52_SD57_R2_0301.JPG","C52_SD57_R2_0302.JPG","C52_SD57_R2_0303.JPG","52","57","854"
"1240",295414008,"Lambchop",53235636,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","DUSTING10CM",NA,NA,NA,16695,"74564686",5,"R2","C32_SD68_R2_0265.JPG","C32_SD68_R2_0266.JPG","C32_SD68_R2_0267.JPG","32","68","229"
"1241",295414036,"Lambchop",53235851,"11.8",1,"T0",NA,1,"SQUIRRELRED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74565428",5,"R2","C42_SD14_R2_0007.JPG","C42_SD14_R2_0008.JPG","C42_SD14_R2_0009.JPG","42","14","444"
"1242",295414068,"Lambchop",52256677,"11.8",1,"T0",NA,1,"CHIPMUNK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73488070",5,"R1","C28_SD18_R1_0313.JPG","C28_SD18_R1_0314.JPG","C28_SD18_R1_0315.JPG","28","18","237"
"1243",295414841,"Lambchop",53235416,"11.8",1,"T0",NA,1,"MINK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563804",5,"R2","C22_SD94_R2_IMG_0031.JPG","C22_SD94_R2_IMG_0032.JPG","C22_SD94_R2_IMG_0033.JPG","22","94","11"
"1244",295414968,"Lambchop",53236117,"11.8",1,"T0",NA,1,"FOXRED","1","DUSTING10CM",NA,NA,NA,16695,"74563570",5,"R2","C50_SD83_R2_IMG_0046.JPG","C50_SD83_R2_IMG_0047.JPG","C50_SD83_R2_IMG_0048.JPG","50","83","710"
"1245",295415077,"Lambchop",52256304,"11.8",1,"T0",NA,1,"SQUIRRELRED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73454092",5,"R1","C22_SD58_R1_IMG_0106.JPG","C22_SD58_R1_IMG_0107.JPG","C22_SD58_R1_IMG_0108.JPG","22","58","56"
"1246",295415113,"Lambchop",53236102,"11.8",1,"T0",NA,1,"DOMESTICDOG","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564552",5,"R2","C50_SD83_R2_IMG_0001.JPG","C50_SD83_R2_IMG_0002.JPG","C50_SD83_R2_IMG_0003.JPG","50","83","695"
"1247",295415113,"Lambchop",53236102,"11.8",1,"T0",NA,2,"HUMAN",NA,NA,NA,"1","CAMERATRAPPER",16695,"74564552",5,"R2","C50_SD83_R2_IMG_0001.JPG","C50_SD83_R2_IMG_0002.JPG","C50_SD83_R2_IMG_0003.JPG","50","83","695"
"1248",295415136,"Lambchop",53235423,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"1","CAMERATRAPPER",16695,"74565170",5,"R2","C22_SD94_R2_IMG_0046.JPG","C22_SD94_R2_IMG_0047.JPG","C22_SD94_R2_IMG_0048.JPG","22","94","16"
"1249",295415157,"Lambchop",52256605,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72588693",5,"R1","C28_SD18_R1_0217.JPG","C28_SD18_R1_0218.JPG","C28_SD18_R1_0219.JPG","28","18","205"
"1250",295415200,"Lambchop",52256960,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73065466",5,"R1","C28_SD18_R1_0742.JPG","C28_SD18_R1_0743.JPG","C28_SD18_R1_0744.JPG","28","18","380"
"1251",295415274,"Lambchop",52256844,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72893460",5,"R1","C28_SD18_R1_0571.JPG","C28_SD18_R1_0572.JPG","C28_SD18_R1_0573.JPG","28","18","323"
"1252",295415332,"Lambchop",52256759,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73153931",5,"R1","C28_SD18_R1_0451.JPG","C28_SD18_R1_0452.JPG","C28_SD18_R1_0453.JPG","28","18","283"
"1253",295415381,"Lambchop",52259506,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"1","HUNTER",16695,"72891109",5,"R1","C48_SD71_R1_0097.JPG","C48_SD71_R1_0098.JPG","C48_SD71_R1_0099.JPG","48","71","1664"
"1254",295415442,"Lambchop",52256492,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73015333",5,"R1","C28_SD18_R1_0034.JPG","C28_SD18_R1_0035.JPG","C28_SD18_R1_0036.JPG","28","18","144"
"1255",295415483,"Lambchop",52256670,"11.8",1,"T0",NA,1,"CHIPMUNK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73015380",5,"R1","C28_SD18_R1_0298.JPG","C28_SD18_R1_0299.JPG","C28_SD18_R1_0300.JPG","28","18","232"
"1256",295415529,"Lambchop",52257076,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73455081",5,"R1","C28_SD18_R1_0895.JPG","C28_SD18_R1_0896.JPG","C28_SD18_R1_0897.JPG","28","18","431"
"1257",295415677,"Lambchop",52256998,"11.8",1,"T0",NA,1,"OTHERBIRD",NA,NA,NA,NA,NA,16695,"72892381",5,"R1","C28_SD18_R1_0802.JPG","C28_SD18_R1_0803.JPG","C28_SD18_R1_0804.JPG","28","18","400"
"1258",295415677,"Lambchop",52256998,"11.8",1,"T0",NA,2,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72892381",5,"R1","C28_SD18_R1_0802.JPG","C28_SD18_R1_0803.JPG","C28_SD18_R1_0804.JPG","28","18","400"
"1259",295415720,"Lambchop",53235837,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","YES",NA,NA,16695,"74565299",5,"R2","C41_SD21_R2_IMG_0022.JPG","C41_SD21_R2_IMG_0023.JPG","C41_SD21_R2_IMG_0024.JPG","41","21","430"
"1260",295415787,"Lambchop",53235769,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564475",5,"R2","C36_SD2_R2_0091.JPG","C36_SD2_R2_0092.JPG","C36_SD2_R2_0093.JPG","36","2","362"
"1261",295415833,"Lambchop",52256990,"11.8",1,"T0",NA,1,"OTHERBIRD",NA,NA,NA,NA,NA,16695,"73345800",5,"R1","C28_SD18_R1_0787.JPG","C28_SD18_R1_0788.JPG","C28_SD18_R1_0789.JPG","28","18","395"
"1262",295415864,"Lambchop",53236274,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74566575",5,"R2","C52_SD57_R2_0340.JPG","C52_SD57_R2_0341.JPG","C52_SD57_R2_0342.JPG","52","57","867"
"1263",295415910,"Lambchop",52259771,"11.8",1,"T0",NA,1,"DEERWHITETAILED","23","NOSNOWBAREGROUND","NO",NA,NA,16695,"72973680",5,"R1","C52_SD69_R1_0040.JPG","C52_SD69_R1_0041.JPG","C52_SD69_R1_0042.JPG","52","69","1802"
"1264",295415944,"Lambchop",52259341,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"1","CAMERATRAPPER",16695,"73346441",5,"R1","C46_SD73_R1_IMG_0001.JPG","C46_SD73_R1_IMG_0002.JPG","C46_SD73_R1_IMG_0003.JPG","46","73","1570"
"1265",295415972,"Lambchop",52256760,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73048097",5,"R1","C28_SD18_R1_0454.JPG","C28_SD18_R1_0455.JPG","C28_SD18_R1_0456.JPG","28","18","284"
"1266",295416029,"Lambchop",52256772,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73024292",5,"R1","C28_SD18_R1_0475.JPG","C28_SD18_R1_0476.JPG","C28_SD18_R1_0477.JPG","28","18","291"
"1267",295416079,"Lambchop",52256707,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73288252",5,"R1","C28_SD18_R1_0370.JPG","C28_SD18_R1_0371.JPG","C28_SD18_R1_0372.JPG","28","18","256"
"1268",295416132,"Lambchop",53235603,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74565790",5,"R2","C32_SD68_R2_0166.JPG","C32_SD68_R2_0167.JPG","C32_SD68_R2_0168.JPG","32","68","196"
"1269",295416174,"Lambchop",52257302,"11.8",1,"T0",NA,1,"CHIPMUNK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73149913",5,"R1","C37_SD6_R1_0022.JPG","C37_SD6_R1_0023.JPG","C37_SD6_R1_0024.JPG","37","6","546"
"1270",295416234,"Lambchop",53235974,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74566067",5,"R2","C47_SD85_R2_0010.JPG","C47_SD85_R2_0011.JPG","C47_SD85_R2_0012.JPG","47","85","567"
"1271",295416313,"Lambchop",53236109,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74566723",5,"R2","C50_SD83_R2_IMG_0022.JPG","C50_SD83_R2_IMG_0023.JPG","C50_SD83_R2_IMG_0024.JPG","50","83","702"
"1272",295416413,"Lambchop",52256668,"11.8",1,"T0",NA,1,"OTHERBIRD",NA,NA,NA,NA,NA,16695,"73368717",5,"R1","C28_SD18_R1_0295.JPG","C28_SD18_R1_0296.JPG","C28_SD18_R1_0297.JPG","28","18","231"
"1273",295416510,"Lambchop",53236393,"11.8",1,"T0",NA,1,"DOMESTICDOG","1","DUSTING10CM",NA,NA,NA,16695,"74565852",5,"R2","C54_SD8_R2_IMG_0100.JPG","C54_SD8_R2_IMG_0101.JPG","C54_SD8_R2_IMG_0102.JPG","54","8","986"
"1274",295416559,"Lambchop",52256712,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73041584",5,"R1","C28_SD18_R1_0379.JPG","C28_SD18_R1_0380.JPG","C28_SD18_R1_0381.JPG","28","18","259"
"1275",295416606,"Lambchop",53235589,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563377",5,"R2","C32_SD68_R2_0124.JPG","C32_SD68_R2_0125.JPG","C32_SD68_R2_0126.JPG","32","68","182"
"1276",295416669,"Lambchop",53235883,"11.8",1,"T0",NA,1,"OTHERBIRD",NA,NA,NA,NA,NA,16695,"74564886",5,"R2","C43_SD22_R2_0043.JPG","C43_SD22_R2_0044.JPG","C43_SD22_R2_0045.JPG","43","22","476"
"1277",295416705,"Lambchop",53236367,"11.8",1,"T0",NA,1,"DOMESTICDOG","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563104",5,"R2","C54_SD8_R2_IMG_0022.JPG","C54_SD8_R2_IMG_0023.JPG","C54_SD8_R2_IMG_0024.JPG","54","8","960"
"1278",295416705,"Lambchop",53236367,"11.8",1,"T0",NA,2,"HUMAN",NA,NA,NA,"1","CAMERATRAPPER",16695,"74563104",5,"R2","C54_SD8_R2_IMG_0022.JPG","C54_SD8_R2_IMG_0023.JPG","C54_SD8_R2_IMG_0024.JPG","54","8","960"
"1279",295416755,"Lambchop",52259260,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"73013098",5,"R1","C43_SD82_R1_0022.JPG","C43_SD82_R1_0023.JPG","C43_SD82_R1_0024.JPG","43","82","1523"
"1280",295419274,"Lambchop",52259284,"11.8",1,"T0",NA,1,"CHIPMUNK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73480712",5,"R1","C44_SD4_R1_0043.JPG","C44_SD4_R1_0044.JPG","C44_SD4_R1_0045.JPG","44","4","1539"
"1281",295419435,"Lambchop",53236116,"11.8",1,"T0",NA,1,"OTHERBIRD",NA,NA,NA,NA,NA,16695,"74563310",5,"R2","C50_SD83_R2_IMG_0043.JPG","C50_SD83_R2_IMG_0044.JPG","C50_SD83_R2_IMG_0045.JPG","50","83","709"
"1282",295419661,"Lambchop",52257299,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73425635",5,"R1","C37_SD6_R1_0016.JPG","C37_SD6_R1_0017.JPG","C37_SD6_R1_0018.JPG","37","6","544"
"1283",295419718,"Lambchop",52256895,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73488143",5,"R1","C28_SD18_R1_0646.JPG","C28_SD18_R1_0647.JPG","C28_SD18_R1_0648.JPG","28","18","348"
"1284",295419772,"Lambchop",52259780,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"72975807",5,"R1","C52_SD69_R1_0058.JPG","C52_SD69_R1_0059.JPG","C52_SD69_R1_0060.JPG","52","69","1808"
"1285",295419828,"Lambchop",53235876,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74566672",5,"R2","C43_SD22_R2_0022.JPG","C43_SD22_R2_0023.JPG","C43_SD22_R2_0024.JPG","43","22","469"
"1286",295419901,"Lambchop",52259756,"11.8",1,"T0",NA,1,"DEERWHITETAILED","23","NOSNOWBAREGROUND","NO",NA,NA,16695,"73480427",5,"R1","C52_SD69_R1_0013.JPG","C52_SD69_R1_0014.JPG","C52_SD69_R1_0015.JPG","52","69","1793"
"1287",295419973,"Lambchop",53235436,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74565499",5,"R2","C23_SD80_R2_IMG_0037.JPG","C23_SD80_R2_IMG_0038.JPG","C23_SD80_R2_IMG_0039.JPG","23","80","29"
"1288",295420018,"Lambchop",53235771,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563370",5,"R2","C36_SD2_R2_0097.JPG","C36_SD2_R2_0098.JPG","C36_SD2_R2_0099.JPG","36","2","364"
"1289",295420074,"Lambchop",52259793,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"73425523",5,"R1","C52_SD69_R1_0082.JPG","C52_SD69_R1_0083.JPG","C52_SD69_R1_0084.JPG","52","69","1816"
"1290",295420157,"Lambchop",53235892,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74564259",5,"R2","C43_SD22_R2_0070.JPG","C43_SD22_R2_0071.JPG","C43_SD22_R2_0072.JPG","43","22","485"
"1291",295420365,"Lambchop",53235466,"11.8",1,"T0",NA,1,"PORCUPINE","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563769",5,"R2","C28_SD66_R2_0019.JPG","C28_SD66_R2_0020.JPG","C28_SD66_R2_0021.JPG","28","66","59"
"1292",295420409,"Lambchop",52256762,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73480539",5,"R1","C28_SD18_R1_0457.JPG","C28_SD18_R1_0458.JPG","C28_SD18_R1_0459.JPG","28","18","285"
"1293",295420469,"Lambchop",53235823,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74564076",5,"R2","C37_SD72_R2_0058.JPG","C37_SD72_R2_0059.JPG","C37_SD72_R2_0060.JPG","37","72","416"
"1294",295420538,"Lambchop",52256457,"11.8",1,"T0",NA,1,"DEERWHITETAILED","23","NOSNOWBAREGROUND","NO",NA,NA,16695,"73149975",5,"R1","C27_SD25_R1_0115.JPG","C27_SD25_R1_0116.JPG","C27_SD25_R1_0117.JPG","27","25","124"
"1295",295420621,"Lambchop",52256225,"11.8",1,"T0",NA,1,"COTTONTAILRABBIT","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73366624",5,"R1","C21_SD3_R1_0049.JPG","C21_SD3_R1_0050.JPG","C21_SD3_R1_0051.JPG","21","3","17"
"1296",295420658,"Lambchop",53235584,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563684",5,"R2","C32_SD68_R2_0109.JPG","C32_SD68_R2_0110.JPG","C32_SD68_R2_0111.JPG","32","68","177"
"1297",295420731,"Lambchop",52259825,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"73030851",5,"R1","C52_SD69_R1_0127.JPG","C52_SD69_R1_0128.JPG","C52_SD69_R1_0129.JPG","52","69","1831"
"1298",295420760,"Lambchop",53236255,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563981",5,"R2","C52_SD57_R2_0283.JPG","C52_SD57_R2_0284.JPG","C52_SD57_R2_0285.JPG","52","57","848"
"1299",295420799,"Lambchop",52256396,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"73048134",5,"R1","C27_SD25_R1_0037.JPG","C27_SD25_R1_0038.JPG","C27_SD25_R1_0039.JPG","27","25","98"
"1300",295420841,"Lambchop",52259327,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73440426",5,"R1","C45_SD5_R1_0061.JPG","C45_SD5_R1_0062.JPG","C45_SD5_R1_0063.JPG","45","5","1563"
"1301",295420874,"Lambchop",52256785,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73347739",5,"R1","C28_SD18_R1_0496.JPG","C28_SD18_R1_0497.JPG","C28_SD18_R1_0498.JPG","28","18","298"
"1302",295421021,"Lambchop",53235487,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74563872",5,"R2","C28_SD66_R2_0082.JPG","C28_SD66_R2_0083.JPG","C28_SD66_R2_0084.JPG","28","66","80"
"1303",295421100,"Lambchop",52256286,"11.8",1,"T0",NA,1,"SQUIRRELRED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73015328",5,"R1","C22_SD58_R1_IMG_0076.JPG","C22_SD58_R1_IMG_0077.JPG","C22_SD58_R1_IMG_0078.JPG","22","58","46"
"1304",295421174,"Lambchop",53236073,"11.8",1,"T0",NA,1,"DOMESTICDOG","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563665",5,"R2","C49_SD84_R2_IMG_0010.JPG","C49_SD84_R2_IMG_0011.JPG","C49_SD84_R2_IMG_0012.JPG","49","84","666"
"1305",295421174,"Lambchop",53236073,"11.8",1,"T0",NA,2,"HUMAN",NA,NA,NA,"1","CAMERATRAPPER",16695,"74563665",5,"R2","C49_SD84_R2_IMG_0010.JPG","C49_SD84_R2_IMG_0011.JPG","C49_SD84_R2_IMG_0012.JPG","49","84","666"
"1306",295421260,"Lambchop",53236245,"11.8",1,"T0",NA,1,"MINK","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74565481",5,"R2","C52_SD57_R2_0253.JPG","C52_SD57_R2_0254.JPG","C52_SD57_R2_0255.JPG","52","57","838"
"1307",295421300,"Lambchop",53236157,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564560",5,"R2","C51_SD24_R2_0100.JPG","C51_SD24_R2_0101.JPG","C51_SD24_R2_0102.JPG","51","24","750"
"1308",295421473,"Lambchop",53235776,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74565965",5,"R2","C36_SD2_R2_0112.JPG","C36_SD2_R2_0113.JPG","C36_SD2_R2_0114.JPG","36","2","369"
"1309",295421527,"Lambchop",52256561,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72974161",5,"R1","C28_SD18_R1_0145.JPG","C28_SD18_R1_0146.JPG","C28_SD18_R1_0147.JPG","28","18","181"
"1310",295421581,"Lambchop",53236197,"11.8",1,"T0",NA,1,"SQUIRRELGRAY","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563984",5,"R2","C52_SD57_R2_0109.JPG","C52_SD57_R2_0110.JPG","C52_SD57_R2_0111.JPG","52","57","790"
"1311",295421674,"Lambchop",52259314,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"72976740",5,"R1","C45_SD5_R1_0043.JPG","C45_SD5_R1_0044.JPG","C45_SD5_R1_0045.JPG","45","5","1557"
"1312",295421721,"Lambchop",52257397,"11.8",1,"T0",NA,1,"SQUIRRELRED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73024133",5,"R1","C37_SD6_R1_0154.JPG","C37_SD6_R1_0155.JPG","C37_SD6_R1_0156.JPG","37","6","590"
"1313",295421915,"Lambchop",52256245,"11.8",1,"T0",NA,1,"WEASEL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"72976720",5,"R1","C22_SD58_R1_IMG_0022.JPG","C22_SD58_R1_IMG_0023.JPG","C22_SD58_R1_IMG_0024.JPG","22","58","28"
"1314",295421968,"Lambchop",52259854,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"23","RECREATIONALIST",16695,"72974727",5,"R1","C53_SD60_R1_IMG_0007.JPG","C53_SD60_R1_IMG_0008.JPG","C53_SD60_R1_IMG_0009.JPG","53","60","1851"
"1315",295422022,"Lambchop",53236205,"11.8",1,"T0",NA,1,"SQUIRRELRED","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74566583",5,"R2","C52_SD57_R2_0133.JPG","C52_SD57_R2_0134.JPG","C52_SD57_R2_0135.JPG","52","57","798"
"1316",295422219,"Lambchop",52256806,"11.8",1,"T0",NA,1,"OTHERSMALLMAMMAL","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73488704",5,"R1","C28_SD18_R1_0529.JPG","C28_SD18_R1_0530.JPG","C28_SD18_R1_0531.JPG","28","18","309"
"1317",295422304,"Lambchop",53235765,"11.8",1,"T0",NA,1,"DOMESTICDOG","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564175",5,"R2","C36_SD2_R2_0079.JPG","C36_SD2_R2_0080.JPG","C36_SD2_R2_0081.JPG","36","2","358"
"1318",295422406,"Lambchop",53235620,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74564924",5,"R2","C32_SD68_R2_0217.JPG","C32_SD68_R2_0218.JPG","C32_SD68_R2_0219.JPG","32","68","213"
"1319",295422450,"Lambchop",53235804,"11.8",1,"T0",NA,1,"HUMAN",NA,NA,NA,"1","RECREATIONALIST",16695,"74564500",5,"R2","C37_SD72_R2_0001.JPG","C37_SD72_R2_0002.JPG","C37_SD72_R2_0003.JPG","37","72","397"
"1320",295423498,"Lambchop",53235875,"11.8",1,"T0",NA,1,"DEERWHITETAILED","1","NOSNOWBAREGROUND","NO",NA,NA,16695,"74566215",5,"R2","C43_SD22_R2_0019.JPG","C43_SD22_R2_0020.JPG","C43_SD22_R2_0021.JPG","43","22","468"
"1321",295423643,"Lambchop",52259356,"11.8",1,"T0",NA,1,"COTTONTAILRABBIT","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"73150081",5,"R1","C47_SD76_R1_0007.JPG","C47_SD76_R1_0008.JPG","C47_SD76_R1_0009.JPG","47","76","1578"
"1322",295423690,"Lambchop",53235475,"11.8",1,"T0",NA,1,"RACCOON","1","NOSNOWBAREGROUND",NA,NA,NA,16695,"74563823",5,"R2","C28_SD66_R2_0046.JPG","C28_SD66_R2_0047.JPG","C28_SD66_R2_0048.JPG","28","66","68"
